SN,WRINVSTG_NO,DPRS_CNT,INJPSN_CNT,HNL_DMGE_CNT,PRPRTY_DMGE_AMT,UPRINSTT_NM,FRSTT_NM,WARD_NM,LFDAU_NM,FIRE_OCRN_YMD,FIRE_OCRN_TIME,RCPT_YMD,RCPT_TM,LOC_INFO_X,LOC_INFO_Y,DSP_YMD,DSP_TM,SPT_ARVL_YMD,SPT_ARVL_TM,FSMDEM_YMD,FSMDEM_TM,COMPET_YMD,COMPET_TM,HMG_YMD,HMG_TM,DSP_REQRE_TIME,FIRE_SUPESN_TIME,SPT_FRSTT_DIST,SPT_SAFE_CNTER_DIST,SPT_LFDAU_DIST,SIDO_NM,SIGUNGU_NM,EMD_NM,EMD_SE_NM,LNBR,ROAD_NM,FCLTY_PLACE_LCLAS_NM,FCLTY_PLACE_MCLAS_NM,FCLTY_PLACE_SCLAS_NM,FIRE_TYPE_NM,IGN_BHF,IGN_CAUSE,IGN_HTSRC_NM,IGN_FCTR_SCLAS_NM,IGN_FCTR_LCLAS_NM,IGN_HTSRC_SCLAS_NM,FRST_IGOBJ_LCLAS_NM,FRST_IGOBJ_SCLAS_NM,CMBS_EXPOBJ_LCLAS_NM,CMBS_EXPOBJ_SCLAS_NM,OCRN_CAUSE,ALL_HNF_CNT_SUM,MBLZ_FFPWR_CNT,LYCRG_FIREMAN_CNT,POLICE_CNT,GNRL_CNT,SOLDIER_CNT,ELCTY_GAS_INSTT_CNT,ETC_CNT,MBLZ_EQPMN_CNT,WETHR,TP,HUMIDITY,TIME_UNIT_WS,TIME_UNIT_WD,SPCNWS_CN
100,210000000000000.0,0,0,0,0,강원소방본부,양구소방서,양구119안전센터,동면119지역대,20210331,035600,20210331,045648,,,20210331,050003,20210331,051605,20210331,081000,20210401,110000,20210401,110000,001602,174355,12,12,10,강원도,양구군,양구읍,도사리,1,,임야,산불,국유림,임야,미상,미상,미상,미상,미상,미상,미상,미상,기타,기타,,98,10,21,0,0,0,67,0,15,맑음,20,13,315,4.0,
101,210000000000000.0,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,동면119지역대,20210417,093300,20210417,093354,127.9226,37.6323,20210417,093417,20210417,094541,20210417,100353,20210417,101440,20210417,103146,001124,002859,10,10,6,강원도,홍천군,동면,월운리,120,,임야,산불,사유림,임야,산아래,미상,미상,미상,부주의,불씨/불꽃/화원방치,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등),54,14,2,5,0,0,33,0,12,맑음,9,62,225,4.0,
102,210000000000000.0,0,0,0,0,강원소방본부,평창소방서,진부119안전센터,,20210417,120400,20210417,120442,128.6374,37.5927,20210417,120517,20210417,122702,20210417,004521,20210417,013150,20210417,014222,002145,010448,42,16,0,강원도,평창군,진부면,봉산리,,,임야,산불,공유림,임야,산정상,미상,미상,미상,미상,미상,기타,기타,,,,53,11,0,3,18,0,21,0,7,맑음,14,29,180,,
103,210000000000000.0,0,0,0,0,강원소방본부,정선소방서,조양119안전센터,,20210418,010000,20210418,010059,128.5861,37.4106,20210418,010140,20210418,011847,20210418,143448,20210418,023448,20210418,023448,001707,011601,16,16,23,강원도,정선군,정선읍,회동리,323-1,청량길24,임야,산불,국유림,임야,평지,기타,불꽃/불티,불꽃/불티,부주의,불씨/불꽃/화원방치,종이/목재/건초등,종이/목재/건초등,,,,31,25,0,2,0,0,4,0,12,맑음,13,30,90,4.0,
104,210000000000000.0,0,0,0,0,강원소방본부,횡성소방서,공근119안전센터,,20210419,044500,20210419,044554,127.9247,37.5281,20210419,044707,20210419,051242,20210419,190000,20210419,083009,20210419,083249,002535,031727,11,6,0,강원도,횡성군,공근면,초원리,산1,,임야,산불,국유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불/라이터불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,151,33,0,0,0,0,118,0,17,맑음,19,30,135,4.0,
105,210000000000000.0,0,1,1,0,강원소방본부,홍천소방서,양덕원119안전센터,,20210420,032200,20210420,032205,127.6887,37.8806,20210420,032311,20210420,034727,20210420,163433,20210420,045209,20210420,070000,002416,010442,17,12,0,강원도,홍천군,남면,명동리,32,,임야,산불,사유림,임야,산아래,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,논/임야태우기,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,가연성물질의급격한연소/기상(건조/강풍등),64,19,10,10,0,0,25,0,21,맑음,26,22,315,4.0,
106,210000000000000.0,0,0,0,3850,강원소방본부,평창소방서,대관령119안전센터,,20210421,122000,20210421,122045,128.6438,37.6787,20210421,122234,20210421,123246,20210421,135931,20210421,025124,20210421,025618,001012,021838,56,7,0,강원도,평창군,대관령면,유천리,111-1,경강로4605-23,임야,산불,사유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,177,20,33,12,30,0,53,29,22,맑음,24,29,315,4.0,
107,210000000000000.0,0,0,0,0,강원소방본부,양구소방서,양구119안전센터,,20210421,010800,20210421,010850,128.0482,38.1869,20210421,011010,20210421,013504,20210421,133925,20210421,015512,20210421,024554,002454,002008,30,30,13,강원도,양구군,동면,비아리,131,,임야,산불,국유림,임야,산아래,기타,폭발물/폭죽,폭탄/탄약,화학적요인,자연발화,종이/목재/건초등,풀/나뭇잎,,,,52,7,0,2,0,40,3,0,5,맑음,26,17,315,4.0,
108,210000000000000.0,0,0,0,0,강원소방본부,화천소방서,화천119안전센터,,20210421,043100,20210421,043157,127.7322,38.13,20210421,043313,20210421,043919,20210421,164157,20210421,044406,20210421,050442,000606,000447,5,5,0,강원도,화천군,화천읍,풍산리,1378-1,,임야,산불,사유림,임야,평지,미상,미상,미상,미상,미상,종이/목재/건초등,목재/합판,,,,28,20,0,3,0,0,5,0,10,맑음,27,9,135,4.0,
109,210000000000000.0,0,0,0,2959,강원소방본부,철원소방서,동송119안전센터,,20210422,012700,20210422,012707,127.2352,38.2433,20210422,012825,20210422,013723,20210422,135918,20210422,021618,20210422,031018,000858,003855,14,7,0,강원도,철원군,동송읍,대위리,32,,임야,산불,사유림,임야,산중턱,성묘객,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,쓰레기류,기타쓰레기,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등),52,24,0,4,4,0,0,20,16,맑음,26,31,90,4.0,
110,210000000000000.0,0,0,0,0,강원소방본부,원주소방서,신림119안전센터,,20210425,023200,20210425,023201,128.0544,37.3039,20210425,023516,20210425,031325,20210425,160845,20210425,054224,20210425,060524,003809,022859,24,8,0,강원도,원주시,신림면,성남리,160,,임야,산불,공유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등)/원거리소방서,126,20,16,2,11,0,77,0,30,맑음,20,31,225,4.0,
111,210000000000000.0,0,0,0,0,강원소방본부,원주소방서,단구119안전센터,,20210426,052900,20210426,052913,127.9553,37.3175,20210426,052958,20210426,053748,20210426,175312,20210426,055312,20210426,062137,000750,001524,4,4,0,강원도,원주시,단구동,,896,,임야,산불,사유림,임야,산아래,입산자실화,담뱃불/라이터불,담뱃불/라이터불,부주의,쓰레기소각,종이/목재/건초등,풀/나뭇잎,,,,67,25,0,4,8,0,30,0,12,맑음,21,23,315,4.0,
112,210000000000000.0,0,0,0,0,강원소방본부,인제소방서,인제119안전센터,,20210427,011300,20210427,011308,128.1028,38.1483,20210427,011636,20210427,013629,20210427,140429,20210427,022229,20210427,024929,001953,004600,19,19,0,강원도,인제군,인제읍,가아리,1,,임야,산불,사유림,임야,산중턱,기타,담뱃불/라이터불,담뱃불/라이터불,부주의,부주의,종이/목재/건초등,종이/목재/건초등,,,,126,20,20,5,17,0,64,0,11,맑음,18,37,225,4.0,
113,210000000000000.0,0,0,0,0,강원소방본부,삼척소방서,원덕119안전센터,,20210429,090700,20210429,090750,129.1636,37.1303,20210429,090937,20210429,092034,20210429,231103,20210430,010542,20210430,010542,001057,034508,61,24,6,강원도,삼척시,가곡면,풍곡리,571,가곡천로905-8,임야,산불,국유림,임야,산정상,기타,기타,기타,자연적인요인,자연적재해,종이/목재/건초등,풀/나뭇잎,,,,103,28,21,0,0,0,52,2,21,맑음,6,95,270,4.0,
114,211000000000000.0,0,0,0,0,강원소방본부,인제소방서,원통119안전센터,서화119지역대,20210506,053000,20210506,053053,128.1968,38.2543,20210506,053202,20210506,054500,20210506,181000,20210506,062332,20210506,073904,001258,003832,28,20,7,강원도,인제군,서화면,심적리,742-2,,임야,산불,국유림,임야,산아래,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,81,16,17,7,0,0,41,0,15,맑음,18,36,225,12.0,
115,211000000000000.0,0,0,0,0,강원소방본부,삼척소방서,원덕119안전센터,임원119지역대,20210506,090600,20210506,090640,129.253,37.3529,20210506,090915,20210506,092245,20210506,223934,20210506,103934,20210506,115312,001330,011649,26,22,8,강원도,삼척시,원덕읍,갈남리,197-3,삼척로1852-6,임야,산불,국유림,임야,산아래,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,110,30,0,0,0,10,70,0,22,맑음,16,54,225,4.0,
116,211000000000000.0,0,0,0,101,강원소방본부,삼척소방서,도계119안전센터,,20210507,110500,20210507,110548,129.0825,37.2117,20210507,110834,20210507,112040,20210507,004020,20210507,013020,20210507,024420,001206,020940,39,8,0,강원도,삼척시,도계읍,황조리,산123-1,황조길61,임야,산불,사유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,건초,,,,248,50,10,12,50,0,126,0,31,맑음,17,46,225,,풍랑주의보
117,211000000000000.0,0,0,0,0,강원소방본부,횡성소방서,우천119안전센터,안흥지역대,20210508,121200,20210508,121220,128.1847,37.4111,20210508,121312,20210508,122927,20210508,135333,20210508,015433,20210508,062202,001615,012506,38,25,15,강원도,횡성군,안흥면,상안리,,서동로상안2길26-25,임야,산불,국유림,임야,산정상,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,95,16,18,2,9,0,0,50,15,맑음,15,59,225,4.0,풍랑주의보
118,211000000000000.0,0,0,0,0,강원소방본부,홍천소방서,양덕원119안전센터,,20210509,011600,20210509,011611,127.8322,37.5889,20210509,011719,20210509,012624,20210509,135054,20210509,015339,20210509,022934,000905,002715,22,7,0,강원도,홍천군,남면,시동리,901,시동안로226-7,임야,산불,사유림,임야,산아래,기타,담뱃불/라이터불,담뱃불/라이터불,부주의,불장난,종이/목재/건초등,풀/나뭇잎,,,,81,20,15,5,15,0,0,26,14,맑음,21,24,315,4.0,
119,211000000000000.0,0,0,0,0,강원소방본부,철원소방서,동송119안전센터,,20210509,014300,20210509,014301,127.1795,38.2408,20210509,014415,20210509,015216,20210509,141148,20210509,022131,20210509,031302,000801,002915,16,8,0,강원도,철원군,철원읍,율이리,93,,임야,산불,사유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,60,15,0,6,2,0,37,0,12,맑음,20,26,315,8.0,
120,211000000000000.0,0,0,0,0,강원소방본부,철원소방서,동송119안전센터,,20210509,054400,20210509,054449,127.2108,38.2256,20210509,054536,20210509,054923,20210509,183358,20210509,063452,20210509,072843,000347,004529,12,2,0,강원도,철원군,철원읍,화지리,21,,임야,산불,사유림,임야,산정상,입산자실화,담뱃불/라이터불,라이터불/성냥불,부주의,불장난,종이/목재/건초등,풀/나뭇잎,,,,67,19,0,6,5,0,37,0,13,맑음,19,22,270,8.0,
121,211000000000000.0,0,0,0,0,강원소방본부,태백소방서,화전119안전센터,,20210513,033700,20210513,033705,128.9908,37.3042,20210513,033756,20210513,035917,20210513,182000,20210513,083416,20210513,102500,002121,043459,21,18,0,강원도,태백시,하사미동,,10,,임야,산불,사유림,임야,산중턱,기타,작동기기,불꽃/스파크/정전기,기계적요인,과열/과부하,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,나무,가연성물질의급격한연소,144,22,0,6,32,11,12,61,18,맑음,23,43,45,4.0,
122,211000000000000.0,0,0,0,0,강원소방본부,횡성소방서,우천119안전센터,안흥지역대,20210514,115000,20210514,115006,128.19,37.4056,20210514,115034,20210514,120242,20210514,131125,20210514,015508,20210514,041424,001208,015226,26,14,6,강원도,횡성군,안흥면,상안리,35,서동로상안2길133,임야,산불,사유림,임야,산아래,건물,작동기기,전기적아크,전기적요인,절연열화에의한단락,종이/목재/건초등,풀/나뭇잎,,,,131,23,23,5,31,0,10,39,18,맑음,24,58,0,4.0,
123,211000000000000.0,0,0,0,223,강원소방본부,강릉소방서,주문진119안전센터,,20210607,031100,20210607,031139,128.8033,37.8992,20210607,031226,20210607,032610,20210607,153855,20210607,045149,20210607,045149,001344,012539,22,7,0,강원도,강릉시,주문진읍,향호리,126,,임야,산불,사유림,임야,산중턱,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,목재/합판,,,,50,10,10,7,0,0,23,0,11,맑음,25,62,225,4.0,
124,211000000000000.0,0,0,0,0,강원소방본부,홍천소방서,서석119안전센터,내촌119지역대,20210608,025200,20210608,025246,128.0653,37.8212,20210608,025414,20210608,030349,20210608,153200,20210608,042904,20210608,045641,000935,012515,26,0,5,강원도,홍천군,내촌면,화상대리,산9-2,,임야,산불,사유림,임야,산정상,기타,자연적발화열,낙뢰,자연적인요인,자연적재해,종이/목재/건초등,나무,,,,48,10,12,3,13,0,0,10,6,맑음,19,78,45,4.0,
125,210000000000000.0,0,0,0,0,강원소방본부,고성소방서,동광119안전센터,,20210106,131900,20210106,131939,128.5538,38.2602,20210106,132134,20210106,132922,20210106,013630,20210106,134156,20210106,144105,000748,001234,18,4,0,강원도,고성군,토성면,용암리,,,임야,산불,사유림,임야,산아래,기타,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,72,21,0,6,45,0,0,0,8,맑음,-3,15,315,4.0,풍랑주의보
126,210000000000000.0,0,0,0,0,강원소방본부,철원소방서,동송119안전센터,,20210123,182100,20210123,182154,127.1806,38.2545,20210123,182408,20210123,183754,20210123,064249,20210123,185717,20210123,191754,001346,001923,19,9,0,강원도,철원군,철원읍,사요리,784-1,,임야,산불,사유림,임야,평지,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,건초,,,,23,18,0,4,1,0,0,0,9,맑음,3,74,225,4.0,
127,210000000000000.0,0,0,0,0,강원소방본부,철원소방서,동송119안전센터,,20210211,151200,20210211,151221,127.3605,38.2836,20210211,151321,20210211,152544,20210211,033148,20210211,153530,20210211,171610,001223,000946,15,15,0,강원도,철원군,동송읍,이길리,333-3,,임야,산불,사유림,임야,평지,미상,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,22,6,0,4,0,12,0,0,8,맑음,8,47,225,4.0,
128,210000000000000.0,0,0,0,0,강원소방본부,고성소방서,간성119안전센터,,20210211,181200,20210211,181219,128.4495,38.3746,20210211,181249,20210211,182042,20210211,065042,20210211,191042,20210211,213242,000753,005000,4,4,0,강원도,고성군,간성읍,간촌리,240,,임야,산불,사유림,임야,산아래,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,231,41,40,2,32,0,71,45,21,맑음,8,65,180,4.0,
129,210000000000000.0,0,0,0,0,강원소방본부,고성소방서,간성119안전센터,,20210214,140000,20210214,140058,128.51,38.3511,20210214,140130,20210214,141043,20210214,021232,20210214,142235,20210214,144332,000913,001152,6,6,0,강원도,고성군,죽왕면,공현진리,153-14,공현진해변길27,임야,산불,사유림,임야,평지,기타,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,7,4,0,3,0,0,0,0,2,맑음,9,81,45,4.0,
130,210000000000000.0,0,0,0,0,강원소방본부,원주소방서,단구119안전센터,,20210217,220700,20210217,220749,127.9483,37.3181,20210217,220911,20210217,221456,20210217,101656,20210217,221656,20210217,224508,000545,000200,5,3,0,강원도,원주시,단구동,,산107-7,,임야,산불,사유림,임야,평지,기타,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,0,0,0,0,0,0,0,0,0,맑음,-9,47,315,4.0,
131,210000000000000.0,0,0,0,0,강원소방본부,양양소방서,양양119안전센터,,20210218,015100,20210218,015156,128.6341,38.1143,20210218,015230,20210218,020208,20210218,021430,20210218,021430,20210218,023133,000938,001222,7,7,0,강원도,양양군,양양읍,조산리,440-8,해맞이길90,임야,산불,사유림,임야,평지,기타,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,22,20,0,2,0,0,0,0,7,맑음,-8,43,270,4.0,
132,210000000000000.0,0,0,0,0,강원소방본부,양양소방서,양양119안전센터,,20210219,124200,20210219,124258,128.6281,38.0958,20210219,124356,20210219,125158,20210219,010056,20210219,130817,20210219,163609,000802,001619,5,8,0,강원도,양양군,양양읍,포월리,248,,임야,산불,사유림,임야,평지,논/밭두렁,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,건초,종이/목재/건초등,건초,,29,25,0,4,0,0,0,0,10,맑음,7,32,270,12.0,풍랑주의보
133,210000000000000.0,0,0,0,0,강원소방본부,강릉소방서,내곡119안전센터,,20210219,153400,20210219,153411,128.8996,37.7014,20210219,153554,20210219,155020,20210219,041701,20210219,161701,20210219,162000,001426,002641,10,8,0,강원도,강릉시,구정면,어단리,481-24,어단1길42-6,임야,산불,사유림,임야,평지,쓰레기소각장,불꽃/불티,굴뚝아궁이,부주의,부주의,쓰레기류,쓰레기,,,,24,10,0,4,0,0,10,0,4,맑음,5,41,225,8.0,풍랑주의보
134,210000000000000.0,0,0,0,0,강원소방본부,강릉소방서,경포119안전센터,,20210219,165800,20210219,165848,,,20210219,165946,20210219,170709,20210219,051702,20210219,174829,20210219,175309,000723,004120,12,2,0,강원도,강릉시,안현동,,216-8,,임야,산불,사유림,임야,평지,기타,담뱃불/라이터불,담뱃불,부주의,담배꽁초,기타,기타,,,,60,25,0,25,0,0,10,0,15,맑음,11,31,225,17.0,풍랑주의보
135,210000000000000.0,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,북방119지역대,20210219,190100,20210219,190146,,,20210219,190240,20210219,190806,20210219,071750,20210219,191827,20210219,195117,000526,001021,7,7,1,강원도,홍천군,북방면,능평리,,능평길17,임야,산불,사유림,임야,평지,기타,불꽃/불티,비화,부주의,불씨/불꽃/화원방치,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등)/화재인지/신고지연,21,17,0,4,0,0,0,0,8,맑음,3,64,45,4.0,풍랑주의보
136,210000000000000.0,0,0,0,0,강원소방본부,양양소방서,양양119안전센터,,20210220,050000,20210220,052200,,,20210220,061600,20210220,003136,20210220,123758,20210220,103058,20210220,013658,002520,005922,20,20,0,강원도,양양군,서면,서림리,150-2,,임야,산불,사유림,임야,산아래,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,34,28,0,2,0,0,4,0,10,맑음,6,76,270,8.0,
137,210000000000000.0,0,0,0,0,강원소방본부,춘천소방서,대룡119안전센터,,20210220,145700,20210220,145710,127.7725,37.7975,20210220,145736,20210220,151200,20210220,031200,20210220,151200,20210220,151200,001424,000000,13,6,0,강원도,춘천시,동산면,원창리,232-6,,임야,산불,사유림,임야,미상,미상,미상,미상,미상,미상,미상,미상,,,,83,20,10,4,10,0,10,29,11,맑음,15,22,270,4.0,
138,210000000000000.0,0,0,0,0,강원소방본부,철원소방서,김화119안전센터,,20210220,180400,20210220,180421,127.4639,38.19,20210220,180520,20210220,181928,20210220,062603,20210220,183824,20210220,184442,001408,001856,19,11,0,강원도,철원군,근남면,잠곡리,400-3,하오재로1455,임야,산불,사유림,임야,평지,기타,불꽃/불티,모닥불/연탄/숯,부주의,불씨/불꽃/화원방치,종이/목재/건초등,건초,,,,28,18,0,2,0,0,0,8,10,맑음,9,34,45,4.0,
139,210000000000000.0,0,0,0,0,강원소방본부,원주소방서,흥업119안전센터,,20210221,192200,20210221,192243,127.9236,37.3022,20210221,192429,20210221,193255,20210221,075000,20210221,195026,20210221,195026,000826,001731,8,5,0,강원도,원주시,무실동,,1575-1,,임야,산불,사유림,임야,평지,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,25,22,0,3,0,0,0,0,6,맑음,17,31,225,4.0,풍랑주의보
140,210000000000000.0,0,0,0,0,강원소방본부,원주소방서,흥업119안전센터,,20210319,113500,20210319,113555,127.915,37.29,20210319,113811,20210319,114809,20210319,123645,20210319,124108,20210319,125450,000958,005259,11,3,0,강원도,원주시,흥업면,매지리,233,,임야,산불,사유림,임야,산아래,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,,42,16,0,2,7,0,17,0,9,맑음,16,33,135,4.0,
141,210000000000000.0,0,0,0,0,강원소방본부,철원소방서,갈말119안전센터,,20210330,170300,20210330,170336,127.2906,38.1356,20210330,170407,20210330,171153,20210330,051640,20210330,172115,20210330,173449,000746,000922,9,4,0,강원도,철원군,갈말읍,지포리,81,,임야,산불,사유림,임야,산아래,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,건초,,,,49,17,0,0,2,0,10,20,10,맑음,18,22,315,4.0,
142,210000000000000.0,0,0,0,0,강원소방본부,횡성소방서,우천119안전센터,,20210401,102000,20210401,102049,128.1793,37.4312,20210401,102120,20210401,102653,20210401,104137,20210401,105201,20210401,110133,000533,002508,25,13,3,강원도,횡성군,안흥면,지구리,836-19,,임야,산불,사유림,임야,평지,기타,불꽃/불티,용접/절단/연마,부주의,용접/절단/연마,종이/목재/건초등,종이/목재/건초등,,,,25,13,0,2,3,0,7,0,10,맑음,15,31,135,4.0,
143,210000000000000.0,0,0,0,0,강원소방본부,화천소방서,사내119안전센터,,20210407,121100,20210407,121110,127.5223,38.0885,20210407,121155,20210407,121622,20210407,125500,20210407,130500,20210407,154051,000427,004838,32,3,0,강원도,화천군,사내면,사창리,82,,임야,산불,사유림,임야,산아래,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,,109,28,21,5,5,20,10,20,19,맑음,19,24,90,4.0,
144,210000000000000.0,0,0,0,0,강원소방본부,양양소방서,강현119안전센터,,20210409,053300,20210409,053307,,,20210409,054737,20210409,055304,20210409,060822,20210409,061022,20210409,065356,000527,001718,16,4,0,강원도,양양군,강현면,강선리,110,,임야,산불,사유림,임야,산중턱,미상,미상,미상,부주의,담배꽁초,종이/목재/건초등,건초,,,,24,24,0,0,0,0,0,0,10,맑음,9,41,90,4.0,
145,210000000000000.0,0,0,0,0,강원소방본부,원주소방서,문막119안전센터,지정119지역대,20210409,170200,20210409,170259,127.7819,37.3574,20210409,170339,20210409,171812,20210409,055019,20210409,181419,20210409,183251,001433,005607,27,12,9,강원도,원주시,지정면,안창리,831-5,,임야,산불,사유림,임야,평지,쓰레기소각장,담뱃불/라이터불,라이터불/성냥불,부주의,논/임야태우기,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등),102,30,30,2,10,0,30,0,16,맑음,18,32,180,4.0,
146,210000000000000.0,0,0,0,0,강원소방본부,정선소방서,조양119안전센터,,20210412,130200,20210412,130241,128.6372,37.4328,20210412,130320,20210412,131910,20210412,011932,20210412,134609,20210412,143830,001550,002659,16,8,16,강원도,정선군,북평면,나전리,119,,임야,산불,사유림,임야,평지,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,쓰레기류,쓰레기,기타,기타,기타,34,21,0,3,2,0,8,0,14,비,13,42,225,4.0,
147,210000000000000.0,0,0,0,0,강원소방본부,원주소방서,흥업119안전센터,,20210420,094600,20210420,094627,127.9275,37.3161,20210420,094655,20210420,095419,20210420,095803,20210420,095803,20210420,100429,000724,000344,7,6,0,강원도,원주시,무실동,,756,무실복거리길41-26,임야,산불,사유림,임야,평지,기타,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,33,26,0,5,0,0,2,0,12,맑음,14,53,45,4.0,
148,210000000000000.0,0,0,0,0,강원소방본부,원주소방서,학성119안전센터,,20210420,124300,20210420,124318,127.9356,37.3403,20210420,124401,20210420,124754,20210420,125040,20210420,125040,20210420,125552,000353,000246,5,3,0,강원도,원주시,단계동,,1058,,임야,산불,사유림,임야,평지,기타,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,26,23,0,3,0,0,0,0,10,맑음,21,28,45,4.0,
149,210000000000000.0,0,0,0,0,강원소방본부,원주소방서,문막119안전센터,,20210421,141900,20210421,141922,127.8256,37.3309,20210421,142019,20210421,142718,20210421,023555,20210421,143555,20210421,145223,000659,000837,22,4,0,강원도,원주시,문막읍,동화리,1288-47,,임야,산불,사유림,임야,평지,쓰레기소각장,담뱃불/라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,쓰레기류,쓰레기,기상(건조/강풍등),28,26,0,2,0,0,0,0,7,맑음,28,20,270,4.0,건조주의보
150,210000000000000.0,0,0,0,0,강원소방본부,평창소방서,봉평119안전센터,,20210425,122200,20210425,122255,128.3217,37.6503,20210425,122348,20210425,124140,20210425,030818,20210425,150818,20210425,150818,001752,022638,42,9,0,강원도,평창군,봉평면,흥정리,358-11,흥정계곡4길21,임야,산불,사유림,임야,산아래,기타,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,53,7,0,3,0,0,0,43,7,맑음,13,41,135,4.0,
151,211000000000000.0,0,0,0,0,강원소방본부,속초소방서,노학119안전센터,,20210604,171900,20210604,171907,128.5523,38.1994,20210604,171941,20210604,172629,20210604,052734,20210604,173534,20210604,174034,000648,000905,3,3,0,강원도,속초시,노학동,,679,이목로104-2,임야,산불,사유림,임야,산아래,기타,담뱃불/라이터불,담뱃불/라이터불,부주의,담배꽁초,기타,기타,,,,37,29,0,8,0,0,0,0,14,맑음,26,29,315,4.0,
152,211000000000000.0,0,0,0,0,강원소방본부,정선소방서,신동119안전센터,,20210622,112500,20210622,112542,128.6889,37.2031,20210622,112644,20210622,114540,20210622,114540,20210622,121807,20210622,124254,001856,003227,33,10,0,강원도,정선군,신동읍,조동리,,,임야,산불,사유림,임야,산아래,미상,미상,미상,미상,미상,종이/목재/건초등,나무,,,,19,19,0,0,0,0,0,0,8,맑음,23,69,225,4.0,
